EXT_SOURCE_2,EXT_SOURCE_3,EXT_SOURCE_1,CODE_GENDER,DAYS_EMPLOYED,PAYMENT_RATE,INSTAL_DPD_MEAN,AMT_ANNUITY,NAME_EDUCATION_TYPE_Higher education,AMT_GOODS_PRICE,OWN_CAR_AGE,PREV_APP_CREDIT_PERC_MEAN,POS_MONTHS_BALANCE_SIZE,APPROVED_CNT_PAYMENT_MEAN,BURO_CREDIT_ACTIVE_Closed_MEAN,PREV_CNT_PAYMENT_MEAN,INSTAL_AMT_PAYMENT_SUM,FLAG_DOCUMENT_3,DAYS_BIRTH,INSTAL_PAYMENT_PERC_MEAN,TARGET,SK_ID_CURR,PRED,PREDproba,cluster
0.6629773153478921,,0.5009088684263874,1,-6995.0,0.08044848035581913,0.0,39069.0,1,450000.0,3.0,1.0395489734096264,6.0,11.0,,11.0,78734.88,1,-14148,1.0,0.0,273128,0.0,0.4598467520714892,1
0.2883013192677912,0.1054731864873376,0.2224428771081202,0,-3564.0,0.05135,0.963855421686747,23107.5,0,450000.0,17.0,0.8661441781304194,76.0,20.0,0.6153846153846154,24.666666666666668,1007684.2350000002,1,-11141,0.8433734939759037,1.0,132098,0.0,0.1798884428390196,0
0.5139115414002371,0.3962195720630885,,0,-1089.0,0.10500474814620249,0.9591836734693877,46773.0,0,400500.0,,1.011168912127263,47.0,14.5,0.7142857142857143,14.5,2796745.8600000013,1,-13145,0.9387755102040817,0.0,249887,0.0,0.36082594200021667,5
0.6248636330427406,0.633031641417419,,1,-7055.0,0.06141842800528401,0.24074074074074073,33475.5,1,450000.0,14.0,1.0466534014440039,61.0,10.8,0.8,10.8,1086665.0849999995,1,-19765,0.9814814814814815,0.0,349222,1.0,0.5410650517681069,0
0.4498158491227103,0.7649392739475195,,0,-4646.0,0.032420701168614355,10.541666666666666,26217.0,0,675000.0,24.0,0.9448403272631302,15.0,14.0,0.0,14.0,74394.27,1,-19126,0.5833333333333334,0.0,109251,0.0,0.32435611214440374,1
0.5194105368073508,,0.6752173919812415,1,-2478.0,0.0715202144038319,0.0,22576.5,0,292500.0,,0.9524006512979298,31.0,10.666666666666666,1.0,10.666666666666666,455754.41999999987,1,-15048,1.0,0.0,379276,0.0,0.34987366989690294,1
0.4759388076395944,,0.7126806370809151,1,-344.0,0.054247237569060774,1.6206896551724137,28278.0,1,450000.0,,0.95227041899212,26.0,12.0,,28.0,75926.16,1,-19324,0.8275862068965516,1.0,413382,0.0,0.18868030679047199,1
0.5675454133171539,0.1704461230452281,,1,-828.0,0.06790597634045169,0.0,7956.0,0,103500.0,,0.8590583835249561,10.0,36.0,0.625,30.0,359356.86,1,-20656,1.0,0.0,434836,0.0,0.19691427005390927,1
0.1923160541736026,0.2392262794694045,,1,-2444.0,0.033170644299768764,0.0,34987.5,0,945000.0,,0.9319575274359896,78.0,12.4,0.7272727272727273,12.0,2583770.220000001,1,-12415,1.093359302994866,0.0,166709,0.0,0.2463016436138834,5
0.2387344572957865,0.4525335592581747,,0,-5048.0,0.029237623846723973,0.23809523809523808,30888.0,0,922500.0,,0.7073069695402558,48.0,23.5,0.0,23.5,1747492.740000001,1,-20365,0.9404761904761907,0.0,428302,0.0,0.2784975920859156,2
0.6358991326942871,0.7121551551910698,,1,-338.0,0.09767979522747915,1.6842105263157894,47911.5,0,454500.0,1.0,1.0208915986466893,15.0,10.0,0.8,9.5,828447.7050000001,1,-19000,1.092140522741874,0.0,229989,1.0,0.6220694493697052,0
0.5960864646173853,0.4223696523543468,,1,-2386.0,0.02645181061341233,0.0,46611.0,0,1575000.0,9.0,0.895012203465161,79.0,21.428571428571427,0.2,21.428571428571427,4462409.835000002,1,-21311,1.1453750227009596,0.0,242243,0.0,0.4367962447842212,4
0.6815801670439084,0.7570690154522959,,1,-9574.0,0.05344210107441305,0.0,42304.5,0,733500.0,,1.0222235940490154,51.0,11.6,1.0,11.6,1551946.1400000004,1,-17722,1.0,0.0,325465,1.0,0.7150463439190848,2
0.5880534663956191,0.3185955240537633,0.8058684970168448,1,,0.029376190476190476,0.2037037037037037,27760.5,1,945000.0,,0.7544172726279901,51.0,46.0,0.42857142857142855,34.5,4984089.029999999,1,-21368,1.5646412301198154,0.0,397097,1.0,0.6045678163773418,4
0.326492155429736,0.2764406945454034,0.2214522011861383,1,-1008.0,0.03317573310667234,0.0,33723.0,0,877500.0,64.0,0.978041465103628,8.0,8.0,0.6,8.0,40633.29,1,-8275,1.0,0.0,264985,0.0,0.30879462789081424,3
0.4205258850293776,0.6940926425266661,,1,-752.0,0.048343890043311716,0.6748466257668712,26068.5,0,409500.0,,0.8245751281438372,59.0,18.571428571428573,1.0,18.571428571428573,1874972.924999999,1,-16564,0.9754601226993865,0.0,173243,0.0,0.2796258301599067,2
0.227685220878176,0.2940831009471255,,1,-1929.0,0.07290159189580318,0.225,21762.0,0,270000.0,,0.9237052484731711,80.0,20.0,0.6666666666666666,14.666666666666666,1969882.2899999998,1,-18251,0.9532641254873653,0.0,450943,0.0,0.1928398008010297,2
0.6880416859885441,,,1,-8087.0,0.04260068161090577,0.03125,23962.5,0,454500.0,15.0,0.9679757919631341,11.0,5.0,,20.5,343308.46499999997,1,-14791,1.0,0.0,360598,0.0,0.21030995783443385,1
0.6317323285931947,0.7267112092725122,,1,,0.04868,0.0,10953.0,0,225000.0,,0.8426469398597859,69.0,11.6,0.75,10.545454545454545,1360370.5650000004,1,-19591,1.0280873675281894,0.0,409706,1.0,0.5123186255669172,0
0.1022680367531556,0.5602843280409464,0.7180781983609117,1,,0.05,0.24675324675324675,18000.0,0,360000.0,,0.8118685047690398,124.0,15.538461538461538,0.75,14.428571428571429,5172771.284999999,0,-21006,0.9902231948405777,0.0,142608,1.0,0.5937733031023773,4
0.3049230795417186,0.656158373001177,,1,,0.044049606487002145,0.2777777777777778,8311.5,0,157500.0,,0.9536959656951074,19.0,18.0,1.0,18.0,147186.495,0,-20897,0.9444444444444444,0.0,214185,0.0,0.4222041013795438,1
0.6317018035543432,,,1,-838.0,0.05,,9000.0,0,180000.0,,,,,,,,1,-13600,,0.0,412807,0.0,0.14418170318483092,1
0.580085145332955,,0.3073676497555326,0,-495.0,0.09755374351371386,0.22727272727272727,94752.0,0,900000.0,,0.9334627735045926,20.0,36.0,0.0,36.0,5682331.4849999985,0,-12981,1.7021665931456895,0.0,142781,0.0,0.27283099497268326,4
